ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,T95,test_type
c-TiO2,mp-TiO2,(FAPbI3)0.875(MAPbBr3)0.075(CsPbI3)0.05(PbI2)0.03,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,21.59,0.05,0.075,0.875,0,1,0,0.875,0.075,0,2.996,27.49,-16.247,-23.806,22.985,-11.182,-3.323,4.546,26.525,29.543,22.154,1.624,29.95,-27.001,12.689,-16.266,-21.2,12.654,-29.227,6.639,1.155,20.564,-15.655,-26.928,14.935,9.746,22.991,-25.941,23.891,9.662,27.676,-1.235,29.966,8.536,5.692,-25.605,-12.06,-5.864,-2.041,-15.314,-19.906,21.78,8.895,22.026,2.593,22.191,10.719,14.812,19.959,12.681,13.23,3.23,4.323,0.331,-14.546,-25.528,28.413,1.683,-3.753,26.62,11.301,20.958,25.274,-22.175,3.84,-8.916,-16.749,11.243,26.968,-12.015,3.431,-16.027,18.798,4.074,-17.452,17.807,25.519,11.911,-15.003,11.114,-27.182,16.741,10.256,-6.726,25.176,9.667,13.17,27.976,-3.987,20.908,22.999,-3.163,-11.757,28.04,26.601,-10.087,-12.79,-8.022,3.601,25.02,-14.849,-4.167,18.326,-0.86,-0.795,26.616,-9.621,17.889,20.807,6.021,23.914,-11.974,-26.389,-7.178,-5.14,24.953,-21.088,19.669,11.114,-28.895,-16.446,-26.021,4.829,19.751,-2.849,-14.163,-18.192,-19.883,-3.622,27.374,-5.477,-6,19.21,-27.001,-22.991,-23.949,-27.659,9.328,4.28,-25.545,0.297,-29.668,-12.5,-15.437,-0.055,14.185,10.777,29.346,-14.406,-3.177,-23.023,1.706,-3.705,-15.131,-12.451,-25.901,18.082,-24.766,29.333,6.635,20.52,-0.775,-5.308,-0.494,15.311,25.434,0.27,29.843,-6.861,25.605,0.444,-21.917,-5.52,-25.607,19.984,-8.368,15.072,14.256,77.063,7.909,-4.914,16.754,-10.687,11.642,4.48,-17.43,24.937,1.479,-15.949,-18.682,21.483,-19.617,-13.761,0.148,8.895,-28.41,24.847,5.092,-12.46,-17.899,2520,D-1
c-TiO2,mp-TiO2,(FAPbI3)0.875(MAPbBr3)0.075(CsPbI3)0.05(PbI2)0.03,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,21.59,0.05,0.075,0.875,0,1,0,0.875,0.075,0,2.996,27.49,-16.247,-23.806,22.985,-11.182,-3.323,4.546,26.525,29.543,22.154,1.624,29.95,-27.001,12.689,-16.266,-21.2,12.654,-29.227,6.639,1.155,20.564,-15.655,-26.928,14.935,9.746,22.991,-25.941,23.891,9.662,27.676,-1.235,29.966,8.536,5.692,-25.605,-12.06,-5.864,-2.041,-15.314,-19.906,21.78,8.895,22.026,2.593,22.191,10.719,14.812,19.959,12.681,13.23,3.23,4.323,0.331,-14.546,-25.528,28.413,1.683,-3.753,26.62,11.301,20.958,25.274,-22.175,3.84,-8.916,-16.749,11.243,26.968,-12.015,3.431,-16.027,18.798,4.074,-17.452,17.807,25.519,11.911,-15.003,11.114,-27.182,16.741,10.256,-6.726,25.176,9.667,13.17,27.976,-3.987,20.908,22.999,-3.163,-11.757,28.04,26.601,-10.087,-12.79,-8.022,3.601,25.02,-14.849,-4.167,18.326,-0.86,-0.795,26.616,-9.621,17.889,20.807,6.021,23.914,-11.974,-26.389,-7.178,-5.14,24.953,-21.088,19.669,11.114,-28.895,-16.446,-26.021,4.829,19.751,-2.849,-14.163,-18.192,-19.883,-3.622,27.374,-5.477,-6,19.21,-27.001,-22.991,-23.949,-27.659,9.328,4.28,-25.545,0.297,-29.668,-12.5,-15.437,-0.055,14.185,10.777,29.346,-14.406,-3.177,-23.023,1.706,-3.705,-15.131,-12.451,-25.901,18.082,-24.766,29.333,6.635,20.52,-0.775,-5.308,-0.494,15.311,25.434,0.27,29.843,-6.861,25.605,0.444,-21.917,-5.52,-25.607,19.984,-8.368,15.072,14.256,77.063,7.909,-4.914,16.754,-10.687,11.642,4.48,-17.43,24.937,1.479,-15.949,-18.682,21.483,-19.617,-13.761,0.148,8.895,-28.41,24.847,5.092,-12.46,-17.899,732,D-1
c-TiO2,mp-TiO2,(FAPbI3)0.875(MAPbBr3)0.075(CsPbI3)0.05(PbI2)0.03,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,21.59,0.05,0.075,0.875,0,1,0,0.875,0.075,0,2.996,27.49,-16.247,-23.806,22.985,-11.182,-3.323,4.546,26.525,29.543,22.154,1.624,29.95,-27.001,12.689,-16.266,-21.2,12.654,-29.227,6.639,1.155,20.564,-15.655,-26.928,14.935,9.746,22.991,-25.941,23.891,9.662,27.676,-1.235,29.966,8.536,5.692,-25.605,-12.06,-5.864,-2.041,-15.314,-19.906,21.78,8.895,22.026,2.593,22.191,10.719,14.812,19.959,12.681,13.23,3.23,4.323,0.331,-14.546,-25.528,28.413,1.683,-3.753,26.62,11.301,20.958,25.274,-22.175,3.84,-8.916,-16.749,11.243,26.968,-12.015,3.431,-16.027,18.798,4.074,-17.452,17.807,25.519,11.911,-15.003,11.114,-27.182,16.741,10.256,-6.726,25.176,9.667,13.17,27.976,-3.987,20.908,22.999,-3.163,-11.757,28.04,26.601,-10.087,-12.79,-8.022,3.601,25.02,-14.849,-4.167,18.326,-0.86,-0.795,26.616,-9.621,17.889,20.807,6.021,23.914,-11.974,-26.389,-7.178,-5.14,24.953,-21.088,19.669,11.114,-28.895,-16.446,-26.021,4.829,19.751,-2.849,-14.163,-18.192,-19.883,-3.622,27.374,-5.477,-6,19.21,-27.001,-22.991,-23.949,-27.659,9.328,4.28,-25.545,0.297,-29.668,-12.5,-15.437,-0.055,14.185,10.777,29.346,-14.406,-3.177,-23.023,1.706,-3.705,-15.131,-12.451,-25.901,18.082,-24.766,29.333,6.635,20.52,-0.775,-5.308,-0.494,15.311,25.434,0.27,29.843,-6.861,25.605,0.444,-21.917,-5.52,-25.607,19.984,-8.368,15.072,14.256,77.063,7.909,-4.914,16.754,-10.687,11.642,4.48,-17.43,24.937,1.479,-15.949,-18.682,21.483,-19.617,-13.761,0.148,8.895,-28.41,24.847,5.092,-12.46,-17.899,700,D-1
TiO2,SnO2,(FAPbI3)0.95(MAPbBr3)0.05,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,21.6,0,0.05,0.95,0,1,0,0.95,0.05,0,6.423,-12,-24.467,-17.057,13.673,-25.63,14.629,-5.514,2.866,14.341,-12.656,-11.355,-28.138,-17.281,-5.037,27.51,-13.646,-22.675,-14.433,11.075,-19.997,-24.372,14.817,-24.099,14.551,20.587,29.906,-14.276,-14.706,18.643,22.933,2.861,-2.383,24.981,5.255,-11.465,-12.689,16.011,16.335,-1.547,7.332,10.36,-8.032,1.667,-2.432,-4.072,14.652,10.974,25.649,26.622,23.386,25.526,5.003,10.911,-7.018,7.502,28.326,-25.694,-24.168,-16.898,-14.049,-20.548,8.399,0.732,-6.981,-20.088,19.726,1.638,6.116,-3.76,-7.641,4.124,-21.164,-20.484,12.685,17.102,-8.483,-5.866,25.058,15.552,-25.171,-11.966,29.158,17.868,28.897,-10.908,-10.484,12.422,-24.173,25.03,-1.304,-13.662,-2.001,-18.924,23.885,-27.907,28.744,-25.07,-23.209,-24.128,11.609,-18.403,-10.874,-1.889,16.435,-15.636,3.461,5.128,-6.837,19.072,1.993,-1.598,18.201,-7.106,-15.567,-23.402,-26.249,19.379,-2.906,-8.221,7.994,-0.53,-7.9,9.951,14.827,20.916,-24.851,26.733,23.128,-3.645,26.903,-10.998,1.973,-6.16,3.42,-29.655,-8.613,-17.159,-13.605,8.628,-19.549,-26.603,14.427,-0.325,-25.307,4.18,23.393,22.699,-20.828,-10.787,14.57,15.296,16.642,23.562,-8.458,6.124,26.724,10.653,9.486,-15.217,-0.673,19.648,-8.146,2.147,6.245,8.876,-12.388,-12.286,-29.167,6.443,-16.851,-25.19,-18.348,-17.214,-27.356,10.566,2.886,27.196,68.437,17.523,-0.296,-9.698,25.236,27.04,14.562,11.463,13.495,-15.211,22.389,-9.506,-20.963,-5.121,15.914,-28.737,-5.571,-17.022,15.806,1.207,29.986,-27.551,12180,D-1
TiO2,SnO2,(FAPbI3)0.95(MAPbBr3)0.05,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,21.6,0,0.05,0.95,0,1,0,0.95,0.05,0,6.423,-12,-24.467,-17.057,13.673,-25.63,14.629,-5.514,2.866,14.341,-12.656,-11.355,-28.138,-17.281,-5.037,27.51,-13.646,-22.675,-14.433,11.075,-19.997,-24.372,14.817,-24.099,14.551,20.587,29.906,-14.276,-14.706,18.643,22.933,2.861,-2.383,24.981,5.255,-11.465,-12.689,16.011,16.335,-1.547,7.332,10.36,-8.032,1.667,-2.432,-4.072,14.652,10.974,25.649,26.622,23.386,25.526,5.003,10.911,-7.018,7.502,28.326,-25.694,-24.168,-16.898,-14.049,-20.548,8.399,0.732,-6.981,-20.088,19.726,1.638,6.116,-3.76,-7.641,4.124,-21.164,-20.484,12.685,17.102,-8.483,-5.866,25.058,15.552,-25.171,-11.966,29.158,17.868,28.897,-10.908,-10.484,12.422,-24.173,25.03,-1.304,-13.662,-2.001,-18.924,23.885,-27.907,28.744,-25.07,-23.209,-24.128,11.609,-18.403,-10.874,-1.889,16.435,-15.636,3.461,5.128,-6.837,19.072,1.993,-1.598,18.201,-7.106,-15.567,-23.402,-26.249,19.379,-2.906,-8.221,7.994,-0.53,-7.9,9.951,14.827,20.916,-24.851,26.733,23.128,-3.645,26.903,-10.998,1.973,-6.16,3.42,-29.655,-8.613,-17.159,-13.605,8.628,-19.549,-26.603,14.427,-0.325,-25.307,4.18,23.393,22.699,-20.828,-10.787,14.57,15.296,16.642,23.562,-8.458,6.124,26.724,10.653,9.486,-15.217,-0.673,19.648,-8.146,2.147,6.245,8.876,-12.388,-12.286,-29.167,6.443,-16.851,-25.19,-18.348,-17.214,-27.356,10.566,2.886,27.196,68.437,17.523,-0.296,-9.698,25.236,27.04,14.562,11.463,13.495,-15.211,22.389,-9.506,-20.963,-5.121,15.914,-28.737,-5.571,-17.022,15.806,1.207,29.986,-27.551,2436,D-1
TiO2,SnO2,(FAPbI3)0.95(MAPbBr3)0.05,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,21.6,0,0.05,0.95,0,1,0,0.95,0.05,0,6.423,-12,-24.467,-17.057,13.673,-25.63,14.629,-5.514,2.866,14.341,-12.656,-11.355,-28.138,-17.281,-5.037,27.51,-13.646,-22.675,-14.433,11.075,-19.997,-24.372,14.817,-24.099,14.551,20.587,29.906,-14.276,-14.706,18.643,22.933,2.861,-2.383,24.981,5.255,-11.465,-12.689,16.011,16.335,-1.547,7.332,10.36,-8.032,1.667,-2.432,-4.072,14.652,10.974,25.649,26.622,23.386,25.526,5.003,10.911,-7.018,7.502,28.326,-25.694,-24.168,-16.898,-14.049,-20.548,8.399,0.732,-6.981,-20.088,19.726,1.638,6.116,-3.76,-7.641,4.124,-21.164,-20.484,12.685,17.102,-8.483,-5.866,25.058,15.552,-25.171,-11.966,29.158,17.868,28.897,-10.908,-10.484,12.422,-24.173,25.03,-1.304,-13.662,-2.001,-18.924,23.885,-27.907,28.744,-25.07,-23.209,-24.128,11.609,-18.403,-10.874,-1.889,16.435,-15.636,3.461,5.128,-6.837,19.072,1.993,-1.598,18.201,-7.106,-15.567,-23.402,-26.249,19.379,-2.906,-8.221,7.994,-0.53,-7.9,9.951,14.827,20.916,-24.851,26.733,23.128,-3.645,26.903,-10.998,1.973,-6.16,3.42,-29.655,-8.613,-17.159,-13.605,8.628,-19.549,-26.603,14.427,-0.325,-25.307,4.18,23.393,22.699,-20.828,-10.787,14.57,15.296,16.642,23.562,-8.458,6.124,26.724,10.653,9.486,-15.217,-0.673,19.648,-8.146,2.147,6.245,8.876,-12.388,-12.286,-29.167,6.443,-16.851,-25.19,-18.348,-17.214,-27.356,10.566,2.886,27.196,68.437,17.523,-0.296,-9.698,25.236,27.04,14.562,11.463,13.495,-15.211,22.389,-9.506,-20.963,-5.121,15.914,-28.737,-5.571,-17.022,15.806,1.207,29.986,-27.551,1218,D-1
c-TiO2,mp-TiO2,(FAPbI3)0.875(MAPbBr3)0.075(CsPbI3)0.05(PbI2)0.03,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.04,0.05,0.075,0.875,0,1,0,0.875,0.075,0,8.955,-4.125,-3.932,-8.234,9.081,22.097,-28.105,-24.244,15.895,20.826,10.073,11.758,-12.911,-15.112,-20.77,-18.389,12.535,12.075,16.789,23.542,0.209,-24.506,-11.082,-12.069,22.543,0.542,6.409,8.221,-14.116,-22.388,37.144,-28.1,8.469,-13.411,-24.17,15.279,26.636,11.899,20.226,22.807,-28.281,-0.195,-10.117,-7.063,17.338,16.965,10.164,-10.318,22.434,28.798,-9.446,-6.135,-20.156,-9.11,-10.356,-15.674,-6.651,17.358,-16.455,-19.426,8.169,-11.113,-8.488,6.726,-16.76,-10.904,-25.433,3.17,-2.268,-10.607,16.988,-2.796,-7.714,-18.891,-15.501,-17.734,22.76,-28.103,-26.154,7.072,9.221,22.089,29.553,-3.376,0.319,-26.446,29.422,-5.216,-23.784,3.279,-28.791,21.914,-9.511,-7.218,-1.431,-0.737,24.711,26.192,12.8,8.657,-14.585,3.336,-26.162,-21.134,2.349,-18.768,-9.994,-14.538,-4.005,-1.337,-18.784,-26.615,-4.544,-6.588,18.541,2.815,-16.416,0.736,-26.158,3.123,24.739,8.196,6.407,2.677,-29.765,24.45,29.325,-3.868,11.6,-25.395,5.825,-11.801,-19.189,-17.137,3.358,15.158,-14.316,22.359,-8.508,17.142,24.398,-25.808,16.334,-2.028,4.163,7.695,15.392,24.717,-5.165,8.845,8.785,-5.37,7.916,4.49,-1.849,15.595,26.534,9.306,14.272,19.583,24.155,-16.823,27.68,1.092,15.762,24.781,-19.129,13.989,21.556,3.027,-5.436,-3.618,16.118,-4.929,22.135,29.81,-2.871,28.547,76.654,-22.815,20.792,16.17,-0.297,-27.562,-29.747,-12.878,11.86,5.163,26.114,4.687,18.905,24.072,-12.47,19.166,-15.478,12,7.704,23.921,-22.007,-12.153,2520,D-1
c-TiO2,mp-TiO2,(FAPbI3)0.875(MAPbBr3)0.075(CsPbI3)0.05(PbI2)0.03,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.04,0.05,0.075,0.875,0,1,0,0.875,0.075,0,8.955,-4.125,-3.932,-8.234,9.081,22.097,-28.105,-24.244,15.895,20.826,10.073,11.758,-12.911,-15.112,-20.77,-18.389,12.535,12.075,16.789,23.542,0.209,-24.506,-11.082,-12.069,22.543,0.542,6.409,8.221,-14.116,-22.388,37.144,-28.1,8.469,-13.411,-24.17,15.279,26.636,11.899,20.226,22.807,-28.281,-0.195,-10.117,-7.063,17.338,16.965,10.164,-10.318,22.434,28.798,-9.446,-6.135,-20.156,-9.11,-10.356,-15.674,-6.651,17.358,-16.455,-19.426,8.169,-11.113,-8.488,6.726,-16.76,-10.904,-25.433,3.17,-2.268,-10.607,16.988,-2.796,-7.714,-18.891,-15.501,-17.734,22.76,-28.103,-26.154,7.072,9.221,22.089,29.553,-3.376,0.319,-26.446,29.422,-5.216,-23.784,3.279,-28.791,21.914,-9.511,-7.218,-1.431,-0.737,24.711,26.192,12.8,8.657,-14.585,3.336,-26.162,-21.134,2.349,-18.768,-9.994,-14.538,-4.005,-1.337,-18.784,-26.615,-4.544,-6.588,18.541,2.815,-16.416,0.736,-26.158,3.123,24.739,8.196,6.407,2.677,-29.765,24.45,29.325,-3.868,11.6,-25.395,5.825,-11.801,-19.189,-17.137,3.358,15.158,-14.316,22.359,-8.508,17.142,24.398,-25.808,16.334,-2.028,4.163,7.695,15.392,24.717,-5.165,8.845,8.785,-5.37,7.916,4.49,-1.849,15.595,26.534,9.306,14.272,19.583,24.155,-16.823,27.68,1.092,15.762,24.781,-19.129,13.989,21.556,3.027,-5.436,-3.618,16.118,-4.929,22.135,29.81,-2.871,28.547,76.654,-22.815,20.792,16.17,-0.297,-27.562,-29.747,-12.878,11.86,5.163,26.114,4.687,18.905,24.072,-12.47,19.166,-15.478,12,7.704,23.921,-22.007,-12.153,732,D-1
c-TiO2,mp-TiO2,(FAPbI3)0.875(MAPbBr3)0.075(CsPbI3)0.05(PbI2)0.03,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.04,0.05,0.075,0.875,0,1,0,0.875,0.075,0,8.955,-4.125,-3.932,-8.234,9.081,22.097,-28.105,-24.244,15.895,20.826,10.073,11.758,-12.911,-15.112,-20.77,-18.389,12.535,12.075,16.789,23.542,0.209,-24.506,-11.082,-12.069,22.543,0.542,6.409,8.221,-14.116,-22.388,37.144,-28.1,8.469,-13.411,-24.17,15.279,26.636,11.899,20.226,22.807,-28.281,-0.195,-10.117,-7.063,17.338,16.965,10.164,-10.318,22.434,28.798,-9.446,-6.135,-20.156,-9.11,-10.356,-15.674,-6.651,17.358,-16.455,-19.426,8.169,-11.113,-8.488,6.726,-16.76,-10.904,-25.433,3.17,-2.268,-10.607,16.988,-2.796,-7.714,-18.891,-15.501,-17.734,22.76,-28.103,-26.154,7.072,9.221,22.089,29.553,-3.376,0.319,-26.446,29.422,-5.216,-23.784,3.279,-28.791,21.914,-9.511,-7.218,-1.431,-0.737,24.711,26.192,12.8,8.657,-14.585,3.336,-26.162,-21.134,2.349,-18.768,-9.994,-14.538,-4.005,-1.337,-18.784,-26.615,-4.544,-6.588,18.541,2.815,-16.416,0.736,-26.158,3.123,24.739,8.196,6.407,2.677,-29.765,24.45,29.325,-3.868,11.6,-25.395,5.825,-11.801,-19.189,-17.137,3.358,15.158,-14.316,22.359,-8.508,17.142,24.398,-25.808,16.334,-2.028,4.163,7.695,15.392,24.717,-5.165,8.845,8.785,-5.37,7.916,4.49,-1.849,15.595,26.534,9.306,14.272,19.583,24.155,-16.823,27.68,1.092,15.762,24.781,-19.129,13.989,21.556,3.027,-5.436,-3.618,16.118,-4.929,22.135,29.81,-2.871,28.547,76.654,-22.815,20.792,16.17,-0.297,-27.562,-29.747,-12.878,11.86,5.163,26.114,4.687,18.905,24.072,-12.47,19.166,-15.478,12,7.704,23.921,-22.007,-12.153,700,D-1
c-TiO2,m-TiO2,FAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.25,0,0,1,0,1,0,1,0,0,18.184,-3.255,-22.841,0.689,-26.288,-15.957,21.337,-14.984,16.265,-8.26,13.061,-18.432,-26.81,-15.886,-8.92,23.898,-28.579,-27.234,4.731,4.806,4.778,-16.848,15.97,-1.082,-9.669,25.43,14.784,-23.39,-29.714,-16.9,8.159,19.575,12.53,-15.02,10.097,28.355,-19.027,13.993,29.08,11.109,6.238,-5.139,-15.085,26.808,-22.33,-26.497,16.331,-9.39,-0.619,16.196,16.417,26.397,3.029,9.676,22.096,27.82,-4.263,-2.274,22.033,-12.639,-29.237,8.239,-20.844,29.744,-27.437,-1.901,3.403,19.129,28.034,29.346,-28.708,17.324,-13.5,20.794,6.373,-17.153,-29.243,12.124,-5.403,28.238,-20.371,-4.249,5.524,20.543,-6.883,-23.498,29.108,15.452,-24.027,-26.942,27.282,-22.863,28.128,27.671,0.915,-27.372,2.893,-4.007,-22.169,19.522,14.261,9.193,2.897,16.983,-4.809,24.5,0.016,18.962,-5.336,1.694,24.773,-26.06,-19.808,-6.237,3.796,14.992,2.396,-29.964,29.588,-1.254,-9.73,-6.06,21.346,27.05,14.403,-10.324,8.824,-15.479,-1.827,-11.776,-27.529,-28.48,-25.89,21.577,4.513,16.055,-7.347,22.208,5.05,19.814,-4.464,-4.109,-17.373,-16.668,20.562,-14.53,-23.952,10.65,-23.308,-19.552,-11.238,1.951,-3.787,-19.782,-0.432,0.373,6.471,-0.687,-21.508,3.352,-16.27,-21.365,-25.894,26.254,-26.121,-12.602,13.278,-9.439,-3.98,19.256,8.192,-3.993,-7.176,15.125,-11.506,3.629,27.807,24.008,79.487,22.279,-3.749,26.995,26.566,4.499,-8.733,10.228,13.299,7.795,-10.198,-2.343,-4.104,0.989,2.535,-29.393,1.894,-13.686,-20.399,3.635,18.152,27.737,21282,D-1
c-TiO2,mp-TiO2,FA0.97MA0.03PbI2.91Br0.09,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.4,0,0.03,0.97,0,1,0,0.97,0.03,0,24.701,-28.97,-12.472,-1.278,-16.021,-30,-29.477,-0.021,-3.747,-10.951,-22.503,-20.702,-29.301,2.698,1.704,-16.415,28.897,-8.787,11.714,17.937,27.05,7.318,-3.45,1.739,-23.494,24.789,-1.151,-22.08,14.544,0.377,20.281,-8.494,-25.656,-10.671,24.761,15.867,9.185,-12.081,-23.309,-4.818,13.452,17.263,-11.311,14.62,7.092,19.185,13.265,28.244,0.585,8.134,5.089,0.208,9.42,6.39,15.453,22.905,-5.272,-22.816,-19.992,5.234,6.904,-21.136,-10.043,3.471,21.628,2.264,-23.577,-9.964,-17.39,-16.633,27.165,-12.711,15.165,16.353,-8.76,9.799,7.462,-10.674,6.559,-0.75,1.49,25.073,22.092,5.597,25.736,-22.92,23.889,25.506,-7.921,-27.584,-14.924,17.393,8.843,-16.852,29.138,-28.446,26.429,-8.5,17.807,4.418,28.964,-26.424,19.89,-2.398,-10.33,7.07,28.049,-12.014,-9.682,-22.319,-21.695,-27.497,-29.13,-6.109,23.465,28.023,-19.387,-6.713,5.452,-17.233,29.508,-8.363,-13.84,-19.108,-12.172,25.855,-16.263,8.818,10.729,27.355,-5.999,-14.14,-22.515,-11.321,21.724,-12.167,-15.507,24.641,21.306,13.546,-18.106,19.369,23.983,-2.212,-14.718,1.744,29.258,-17.304,5.246,4.885,10.651,-15.364,-0.351,-24.072,-28.634,-14.013,-6.342,-0.388,24.685,-10.187,13.484,12.407,-28.397,-14.012,-12.11,-3.092,27.208,-5.747,27.384,24.341,-27.948,-5.221,11.016,0.821,-28.666,-24.719,5,26.524,46.393,27.697,-19.515,20.538,-22.927,-16.394,21.703,-13.652,-5.107,-15.039,-24.806,-15.917,-14.956,-26.245,-7.683,8.08,5.68,24.716,14.505,5.722,-1.177,-16.833,2520,D-1
c-TiO2,mp-TiO2,FA0.97MA0.03PbI2.91Br0.09,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.4,0,0.03,0.97,0,1,0,0.97,0.03,0,24.701,-28.97,-12.472,-1.278,-16.021,-30,-29.477,-0.021,-3.747,-10.951,-22.503,-20.702,-29.301,2.698,1.704,-16.415,28.897,-8.787,11.714,17.937,27.05,7.318,-3.45,1.739,-23.494,24.789,-1.151,-22.08,14.544,0.377,20.281,-8.494,-25.656,-10.671,24.761,15.867,9.185,-12.081,-23.309,-4.818,13.452,17.263,-11.311,14.62,7.092,19.185,13.265,28.244,0.585,8.134,5.089,0.208,9.42,6.39,15.453,22.905,-5.272,-22.816,-19.992,5.234,6.904,-21.136,-10.043,3.471,21.628,2.264,-23.577,-9.964,-17.39,-16.633,27.165,-12.711,15.165,16.353,-8.76,9.799,7.462,-10.674,6.559,-0.75,1.49,25.073,22.092,5.597,25.736,-22.92,23.889,25.506,-7.921,-27.584,-14.924,17.393,8.843,-16.852,29.138,-28.446,26.429,-8.5,17.807,4.418,28.964,-26.424,19.89,-2.398,-10.33,7.07,28.049,-12.014,-9.682,-22.319,-21.695,-27.497,-29.13,-6.109,23.465,28.023,-19.387,-6.713,5.452,-17.233,29.508,-8.363,-13.84,-19.108,-12.172,25.855,-16.263,8.818,10.729,27.355,-5.999,-14.14,-22.515,-11.321,21.724,-12.167,-15.507,24.641,21.306,13.546,-18.106,19.369,23.983,-2.212,-14.718,1.744,29.258,-17.304,5.246,4.885,10.651,-15.364,-0.351,-24.072,-28.634,-14.013,-6.342,-0.388,24.685,-10.187,13.484,12.407,-28.397,-14.012,-12.11,-3.092,27.208,-5.747,27.384,24.341,-27.948,-5.221,11.016,0.821,-28.666,-24.719,5,26.524,46.393,27.697,-19.515,20.538,-22.927,-16.394,21.703,-13.652,-5.107,-15.039,-24.806,-15.917,-14.956,-26.245,-7.683,8.08,5.68,24.716,14.505,5.722,-1.177,-16.833,732,D-1
